schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],capture_sum[ms],capture_frames[n],hsv_sum[ms],hsv_frames[n],visible_frames[n],preproc_sum[ms],infer_sum[ms],infer_count[n],postproc_sum[ms],total_per_fruit[ms],visible_dur[s],cycle_dur[s],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,yolo_no_det_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-08-05 03:17:49.289,119,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:49.117,16.62,1,,,,,,,,
1.0.0,2026-08-05 03:17:49.700,123,49.21,0,1,0.2391,7.75,0.62,1.29,72.73,99,163.43,99,23,7.48,92.99,12,15.53,352.16,0.156,1.25,1,,,,0,,14.7,52,15,2040,2589.024256,25.175
1.0.0,2026-08-05 03:17:49.865,121,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:49.695,15.55,1,,,,,,,,
1.0.0,2026-08-05 03:17:51.141,124,49.38,0,1,0.212,9.16,3.08,1.35,77.42,114,168.78,114,25,36.93,109.9,12,16.23,409.26,0.172,1.438,0,,,,0,,14.9,51,5,2040,2589.024256,24.631
1.0.0,2026-08-05 03:17:51.997,125,49.36,0,1,0.225,9.27,0.52,1.29,51.64,69,124.04,69,20,6.28,111.23,12,15.43,308.62,0.156,0.859,1,,,,0,,14.5,51,9,2040,2589.024256,25.261
1.0.0,2026-08-05 03:17:52.263,123,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:52.100,9.34,1,,,,,,,,
1.0.0,2026-08-05 03:17:52.695,122,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:52.534,6.69,1,,,,,,,,
1.0.0,2026-08-05 03:17:53.105,126,49.26,0,1,0.1934,9.38,0.55,1.26,66.13,89,144.41,89,25,6.63,112.54,12,15.17,344.88,0.156,1.109,0,,,,0,,12.6,51,4,2040,2589.024256,25.26
1.0.0,2026-08-05 03:17:54.233,127,49.29,0,1,0.2107,7.29,0.57,1.26,61.91,90,180.5,90,24,6.85,87.45,12,15.12,351.83,0.234,1.125,1,,,,0,,13.1,51,11,2040,2589.024256,25.103
1.0.0,2026-08-05 03:17:54.560,125,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:54.397,10.95,1,,,,,,,,
1.0.0,2026-08-05 03:17:55.349,128,49.16,0,1,0.1245,13.64,0.56,1.37,61.14,89,127.75,89,32,6.73,163.66,12,16.43,375.71,0.157,1.11,1,,,,0,,15.4,51,5,2040,2589.024256,25.085
1.0.0,2026-08-05 03:17:55.370,124,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:55.212,3.96,1,,,,,,,,
1.0.0,2026-08-05 03:17:56.588,129,49.17,0,1,0.2003,7.34,0.46,1.29,68.3,99,145.25,99,27,5.47,88.12,12,15.44,322.58,0.157,1.25,1,,,,0,,14.4,51,6,2040,2589.024256,24.697
1.0.0,2026-08-05 03:17:56.834,127,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:56.633,16.36,1,,,,,,,,
1.0.0,2026-08-05 03:17:57.334,126,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:57.176,5.63,1,,,,,,,,
1.0.0,2026-08-05 03:17:57.900,130,53.3,0,1,0.1932,7.16,0.47,1.22,72.06,105,185.3,105,28,5.69,85.91,12,14.59,363.55,0.204,1.297,0,,,,0,,16.0,51,5,2040,2589.024256,24.312
1.0.0,2026-08-05 03:17:57.910,128,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:57.749,6.15,1,,,,,,,,
1.0.0,2026-08-05 03:17:58.928,131,68.08,0,1,0.1692,6.62,0.49,1.14,57.24,82,122.74,79,27,5.84,79.49,12,13.68,278.99,0.172,1.016,1,,,,0,,14.7,51,5,2040,2589.024256,24.999
1.0.0,2026-08-05 03:17:59.153,129,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:17:58.988,10.9,1,,,,,,,,
1.0.0,2026-08-05 03:18:00.092,132,49.24,0,1,0.1981,6.49,0.5,1.24,64.96,94,149.69,97,27,5.95,77.93,12,14.86,313.39,0.157,1.172,1,,,,0,,15.6,51,4,2040,2589.024256,25.088
1.0.0,2026-08-05 03:18:01.249,133,49.18,0,1,0.187,6.82,0.46,1.18,60.69,92,132.38,92,25,5.49,81.86,12,14.19,294.61,0.156,1.156,0,,,,0,,15.8,51,11,2040,2589.024256,25.148
1.0.0,2026-08-05 03:18:01.489,131,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:01.328,7.36,1,,,,,,,,
1.0.0,2026-08-05 03:18:02.137,130,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:01.971,11.64,1,,,,,,,,
1.0.0,2026-08-05 03:18:02.536,134,49.26,0,1,0.2409,8.05,0.54,1.27,107.1,103,162.23,103,22,6.51,96.65,12,15.2,387.69,0.187,1.281,1,,,,0,,15.4,51,5,2040,2589.024256,25.122
1.0.0,2026-08-05 03:18:02.659,132,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:02.502,3.29,1,,,,,,,,
1.0.0,2026-08-05 03:18:03.892,135,49.2,0,1,0.1987,6.68,0.47,1.16,75.98,109,157.01,109,26,5.66,80.14,12,13.87,332.66,0.204,1.36,1,,,,0,,14.5,52,5,2040,2589.024256,24.487
1.0.0,2026-08-05 03:18:04.794,136,49.25,0,1,0.2251,7.38,0.51,1.31,52.61,72,127.61,72,20,6.07,88.55,12,15.69,290.53,0.156,0.906,1,,,,0,,14.6,52,8,2040,2589.024256,25.354
1.0.0,2026-08-05 03:18:05.101,134,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:04.936,11.21,1,,,,,,,,
1.0.0,2026-08-05 03:18:05.482,133,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:05.320,8.19,1,,,,,,,,
1.0.0,2026-08-05 03:18:05.945,137,49.4,0,1,0.193,7.49,0.52,1.24,62.51,92,174.59,92,27,6.24,89.91,12,14.82,348.07,0.203,1.156,0,,,,0,,15.1,51,5,2040,2589.024256,25.191
1.0.0,2026-08-05 03:18:06.460,135,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:06.292,13.94,1,,,,,,,,
1.0.0,2026-08-05 03:18:07.000,138,49.12,0,1,0.2107,6.83,0.54,1.15,59.26,84,135.56,84,24,6.45,81.98,12,13.84,297.09,0.203,1.047,1,,,,0,,15.0,51,4,2040,2589.024256,25.403
1.0.0,2026-08-05 03:18:07.374,136,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:07.194,15.1,1,,,,,,,,
1.0.0,2026-08-05 03:18:08.151,139,49.32,0,1,0.1247,6.98,0.67,1.32,67.12,93,160.38,93,31,8.01,83.73,12,15.88,335.12,0.156,1.156,1,,,,0,,15.2,51,5,2040,2589.024256,25.13
1.0.0,2026-08-05 03:18:09.387,140,49.3,0,1,0.2005,6.83,0.47,1.15,66.99,98,173.53,98,27,5.59,82.01,12,13.81,341.93,0.141,1.235,1,,,,0,,14.1,51,10,2040,2589.024256,25.034
1.0.0,2026-08-05 03:18:09.562,138,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:09.400,7.64,1,,,,,,,,
1.0.0,2026-08-05 03:18:10.187,137,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:10.017,17.32,1,,,,,,,,
1.0.0,2026-08-05 03:18:10.702,141,49.27,0,1,0.1931,6.7,0.53,1.24,74.5,106,192.63,106,27,6.32,80.39,12,14.87,368.71,0.156,1.312,0,,,,0,,15.0,52,16,2040,2589.024256,25.144
1.0.0,2026-08-05 03:18:10.712,139,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:10.551,7.45,1,,,,,,,,
1.0.0,2026-08-05 03:18:11.696,142,49.48,0,1,0.1691,8.21,0.52,1.29,56.87,79,137.7,79,28,6.27,98.56,12,15.44,314.84,0.156,1.0,1,,,,0,,14.9,52,16,2040,2589.024256,25.769
1.0.0,2026-08-05 03:18:11.952,140,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:11.787,11.21,1,,,,,,,,
1.0.0,2026-08-05 03:18:12.954,143,49.39,0,1,0.1969,12.79,0.58,1.27,70.66,102,152.1,102,27,6.93,153.5,12,15.22,398.41,0.187,1.25,1,,,,0,,14.5,51,5,2040,2589.024256,24.87
1.0.0,2026-08-05 03:18:14.051,144,49.12,0,1,0.1869,9.29,0.57,1.31,66.42,86,140.59,86,26,6.87,111.49,12,15.75,341.12,0.125,1.094,0,,,,0,,14.6,51,4,2040,2589.024256,25.428
1.0.0,2026-08-05 03:18:14.256,142,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:14.096,6.91,1,,,,,,,,
1.0.0,2026-08-05 03:18:14.942,141,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:14.773,16.06,1,,,,,,,,
1.0.0,2026-08-05 03:18:15.342,145,49.04,0,1,0.2438,8.43,0.52,1.39,78.94,103,164.88,103,22,6.25,101.16,12,16.63,367.86,0.141,1.297,1,,,,0,,10.8,51,7,2040,2589.024256,25.619
1.0.0,2026-08-05 03:18:15.527,143,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:15.354,19.21,1,,,,,,,,
1.0.0,2026-08-05 03:18:16.705,146,49.32,0,1,0.2003,7.66,0.64,1.26,111.11,111,208.52,111,28,7.7,91.87,12,15.18,434.38,0.25,1.359,0,,,,0,,14.8,52,10,2040,2589.024256,25.107
1.0.0,2026-08-05 03:18:17.610,147,28.43,0,1,0.2254,7.73,0.51,1.31,85.94,72,122.44,72,22,6.07,92.75,12,15.75,322.95,0.172,0.906,1,,,,0,,15.3,52,8,2040,2589.024256,25.785
1.0.0,2026-08-05 03:18:17.899,145,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:17.743,1.3,1,,,,,,,,
1.0.0,2026-08-05 03:18:18.286,144,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:18.122,11.38,1,,,,,,,,
1.0.0,2026-08-05 03:18:18.748,148,49.23,0,1,0.1936,8.65,0.51,1.25,68.99,90,137.88,90,28,6.1,103.8,12,14.98,331.75,0.141,1.141,0,,,,0,,17.1,52,14,2040,2589.024256,25.31
1.0.0,2026-08-05 03:18:19.795,149,49.14,0,1,0.2101,8.98,0.49,1.31,57.43,84,140.83,84,25,5.83,107.78,12,15.75,327.62,0.188,1.047,1,,,,0,,15.5,52,10,2040,2589.024256,25.57
1.0.0,2026-08-05 03:18:20.174,147,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:20.010,10.12,1,,,,,,,,
1.0.0,2026-08-05 03:18:20.945,146,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:20.776,15.35,1,,,,,,,,
1.0.0,2026-08-05 03:18:20.948,150,49.28,0,1,0.1245,7.98,0.84,1.23,97.68,92,125.25,92,33,10.09,95.72,12,14.82,343.56,0.125,1.156,1,,,,0,,14.0,51,5,2040,2589.024256,25.469
1.0.0,2026-08-05 03:18:22.251,151,49.18,0,1,0.2007,9.69,0.8,1.34,75.96,105,158.34,105,26,9.54,116.24,12,16.05,376.13,0.203,1.297,1,,,,0,,13.7,51,5,2040,2589.024256,25.233
1.0.0,2026-08-05 03:18:22.363,149,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:22.195,15.72,1,,,,,,,,
1.0.0,2026-08-05 03:18:22.977,148,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:22.819,4.44,1,,,,,,,,
1.0.0,2026-08-05 03:18:23.505,152,49.22,0,1,0.193,7.39,0.5,1.23,68.5,100,153.33,100,26,5.98,88.72,12,14.81,331.34,0.188,1.25,0,,,,0,,14.7,51,5,2040,2589.024256,25.154
1.0.0,2026-08-05 03:18:23.511,150,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:23.348,9.73,1,,,,,,,,
1.0.0,2026-08-05 03:18:24.551,153,49.08,0,1,0.1691,7.48,0.5,1.21,59.32,83,136.29,83,27,5.94,89.77,12,14.55,305.87,0.188,1.047,1,,,,0,,14.6,51,5,2040,2589.024256,25.42
1.0.0,2026-08-05 03:18:24.829,151,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:24.651,13.86,1,,,,,,,,
1.0.0,2026-08-05 03:18:25.748,154,48.96,0,1,0.1977,7.46,0.51,1.32,98.58,96,139.12,96,27,6.17,89.51,12,15.81,349.19,0.156,1.203,1,,,,0,,14.5,52,14,2040,2589.024256,24.733
1.0.0,2026-08-05 03:18:26.905,155,51.41,0,1,0.187,8.07,0.47,1.21,60.69,94,136.69,94,26,5.61,96.82,12,14.57,314.38,0.172,1.156,0,,,,0,,15.3,51,5,2040,2589.024256,24.781
1.0.0,2026-08-05 03:18:27.109,153,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:26.951,5.13,1,,,,,,,,
1.0.0,2026-08-05 03:18:27.735,152,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:27.576,4.65,1,,,,,,,,
1.0.0,2026-08-05 03:18:28.156,156,49.19,0,1,0.2414,6.69,0.59,1.25,69.68,100,190.57,100,23,7.08,80.31,12,15.06,362.7,0.172,1.25,1,,,,0,,15.9,51,5,2040,2589.024256,25.349
1.0.0,2026-08-05 03:18:28.309,154,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:28.148,5.88,1,,,,,,,,
1.0.0,2026-08-05 03:18:29.491,157,49.12,0,1,0.2115,6.88,0.64,1.26,78.04,105,162.76,105,30,7.72,82.56,12,15.08,346.16,0.187,1.328,0,,,,0,,14.1,51,5,2040,2589.024256,25.242
1.0.0,2026-08-05 03:18:30.445,158,49.13,0,1,0.2247,7.41,0.5,1.2,57.22,77,133.82,77,21,6.02,88.97,12,14.43,300.46,0.156,0.969,1,,,,0,,14.3,51,5,2040,2589.024256,25.406
1.0.0,2026-08-05 03:18:30.721,156,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:30.556,11.04,1,,,,,,,,
1.0.0,2026-08-05 03:18:31.140,155,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:30.977,9.97,1,,,,,,,,
1.0.0,2026-08-05 03:18:31.551,159,49.15,0,1,0.1936,10.48,3.21,4.07,60.96,88,145.83,88,26,38.48,125.81,12,48.89,419.97,0.156,1.094,0,,,,0,,14.0,52,5,2040,2589.024256,25.287
1.0.0,2026-08-05 03:18:32.591,160,49.17,0,1,0.2111,13.44,0.77,1.48,59.65,83,146.46,83,25,9.24,161.28,12,17.73,394.36,0.157,1.047,1,,,,0,,14.7,52,15,2040,2589.024256,25.402
1.0.0,2026-08-05 03:18:33.009,158,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:32.845,10.57,1,,,,,,,,
1.0.0,2026-08-05 03:18:33.724,157,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:33.562,8.37,1,,,,,,,,
1.0.0,2026-08-05 03:18:33.796,161,49.22,0,1,0.1243,7.12,0.52,1.18,66.21,97,140.32,97,31,6.24,85.39,12,14.21,312.37,0.156,1.203,1,,,,0,,14.3,52,8,2040,2589.024256,24.567
1.0.0,2026-08-05 03:18:35.049,162,49.1,0,1,0.2005,7.42,0.55,1.14,69.38,100,149.2,100,26,6.64,89.07,12,13.67,327.96,0.156,1.25,1,,,,0,,13.9,51,5,2040,2589.024256,24.954
1.0.0,2026-08-05 03:18:35.181,160,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:34.991,5.05,1,,,,,,,,
1.0.0,2026-08-05 03:18:35.785,159,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:35.622,10.18,1,,,,,,,,
1.0.0,2026-08-05 03:18:36.298,163,44.01,0,1,0.193,8.66,0.61,1.36,81.28,100,160.43,100,28,7.34,103.86,12,16.26,369.17,0.156,1.25,0,,,,0,,9.6,51,7,2040,2589.024256,25.024
1.0.0,2026-08-05 03:18:36.370,161,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:36.196,9.18,1,,,,,,,,
1.0.0,2026-08-05 03:18:37.355,164,49.24,0,1,0.1692,10.17,0.54,1.32,62.63,86,141.31,86,28,6.44,122.01,12,15.86,348.25,0.172,1.062,1,,,,0,,13.5,51,5,2040,2589.024256,25.134
1.0.0,2026-08-05 03:18:37.611,162,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:37.449,8.28,1,,,,,,,,
1.0.0,2026-08-05 03:18:38.549,165,49.07,0,1,0.1984,6.89,0.57,1.2,65.36,94,138.69,94,26,6.81,82.67,12,14.44,307.97,0.141,1.188,1,,,,0,,18.1,52,5,2040,2589.024256,25.226
1.0.0,2026-08-05 03:18:39.592,166,49.12,0,1,0.1881,7.06,0.58,1.27,62.14,84,134.7,84,26,7.02,84.66,12,15.23,303.75,0.141,1.047,0,,,,0,,14.3,52,7,2040,2589.024256,25.382
1.0.0,2026-08-05 03:18:39.921,164,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:39.755,11.22,1,,,,,,,,
1.0.0,2026-08-05 03:18:40.529,163,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:40.369,5.94,1,,,,,,,,
1.0.0,2026-08-05 03:18:40.949,167,49.01,0,1,0.2444,15.56,0.72,1.39,83.51,109,169.16,109,23,8.69,186.69,12,16.66,464.71,0.156,1.359,1,,,,0,,14.8,51,5,2040,2589.024256,24.557
1.0.0,2026-08-05 03:18:41.113,165,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:40.952,7.28,1,,,,,,,,
1.0.0,2026-08-05 03:18:42.292,168,49.27,0,1,0.2086,7.54,0.47,1.41,75.66,106,158.21,106,28,5.64,90.46,12,16.9,346.87,0.187,1.328,1,,,,0,,14.6,51,5,2040,2589.024256,25.331
1.0.0,2026-08-05 03:18:43.251,169,49.24,0,1,0.2249,8.51,0.46,1.33,57.14,77,153.93,77,20,5.58,102.17,12,16.01,334.83,0.156,0.969,1,,,,0,,15.3,51,5,2040,2589.024256,25.302
1.0.0,2026-08-05 03:18:43.520,167,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:43.349,17.6,1,,,,,,,,
1.0.0,2026-08-05 03:18:43.837,166,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:43.663,20.82,1,,,,,,,,
1.0.0,2026-08-05 03:18:44.407,170,49.26,0,1,0.1931,9.04,0.53,1.36,100.41,94,149.98,94,25,6.41,108.49,12,16.33,381.62,0.203,1.156,0,,,,0,,14.3,51,5,2040,2589.024256,25.613
1.0.0,2026-08-05 03:18:44.857,168,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:44.692,11.38,1,,,,,,,,
1.0.0,2026-08-05 03:18:45.450,171,48.95,0,1,0.2105,8.22,0.57,1.27,63.81,83,144.22,83,24,6.88,98.61,12,15.29,328.81,0.203,1.047,1,,,,0,,15.2,52,5,2040,2589.024256,25.487
1.0.0,2026-08-05 03:18:45.811,169,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:45.651,5.38,1,,,,,,,,
1.0.0,2026-08-05 03:18:46.588,172,69.69,0,1,0.1247,6.87,0.5,1.16,67.39,90,124.78,90,33,5.95,82.49,12,13.93,294.54,0.157,1.141,1,,,,0,,14.5,52,8,2040,2589.024256,25.017
1.0.0,2026-08-05 03:18:47.861,173,49.25,0,1,0.2005,9.46,0.53,1.3,73.85,103,157.18,103,26,6.33,113.51,12,15.65,366.52,0.172,1.265,1,,,,0,,14.7,51,5,2040,2589.024256,24.247
1.0.0,2026-08-05 03:18:48.014,171,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:47.850,10.36,1,,,,,,,,
1.0.0,2026-08-05 03:18:48.647,170,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:48.479,16.38,1,,,,,,,,
1.0.0,2026-08-05 03:18:49.089,174,49.34,0,1,0.1931,8.75,0.57,1.41,69.6,97,145.47,97,27,6.81,105.0,12,16.92,343.8,0.157,1.235,0,,,,0,,16.0,51,5,2040,2589.024256,24.981
1.0.0,2026-08-05 03:18:49.151,172,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:48.988,9.24,1,,,,,,,,
1.0.0,2026-08-05 03:18:50.189,175,49.12,0,1,0.1693,9.57,0.59,1.37,70.33,88,184.57,88,28,7.12,114.87,12,16.4,393.29,0.187,1.093,1,,,,0,,15.2,51,9,2040,2589.024256,24.927
1.0.0,2026-08-05 03:18:50.421,173,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:50.261,6.0,1,,,,,,,,
1.0.0,2026-08-05 03:18:51.402,176,49.16,0,1,0.1966,7.59,0.47,1.19,72.69,98,151.09,98,26,5.6,91.04,12,14.33,334.75,0.187,1.219,1,,,,0,,14.7,51,5,2040,2589.024256,24.98
1.0.0,2026-08-05 03:18:52.403,177,49.21,0,1,0.1831,9.07,0.54,1.4,55.57,80,124.62,80,26,6.53,108.86,12,16.76,312.34,0.156,1.0,0,,,,0,,15.1,51,5,2040,2589.024256,25.027
1.0.0,2026-08-05 03:18:52.749,175,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:52.589,7.23,1,,,,,,,,
1.0.0,2026-08-05 03:18:53.325,174,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:53.160,10.3,1,,,,,,,,
1.0.0,2026-08-05 03:18:53.791,178,49.27,0,1,0.2411,7.42,0.56,1.2,80.02,110,160.19,110,22,6.67,89.02,12,14.36,350.26,0.187,1.375,1,,,,0,,14.6,52,12,2040,2589.024256,24.794
1.0.0,2026-08-05 03:18:53.995,176,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:53.802,27.38,1,,,,,,,,
1.0.0,2026-08-05 03:18:55.114,179,49.27,0,1,0.2096,7.11,0.46,1.35,149.25,107,170.91,107,29,5.48,85.27,12,16.24,427.15,0.218,1.328,0,,,,0,,15.1,51,5,2040,2589.024256,25.491
1.0.0,2026-08-05 03:18:56.051,180,49.32,0,1,0.225,6.79,0.56,1.3,57.22,74,136.42,74,21,6.67,81.43,12,15.56,297.3,0.156,0.938,1,,,,0,,15.2,51,10,2040,2589.024256,25.505
1.0.0,2026-08-05 03:18:56.351,178,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:56.191,6.93,1,,,,,,,,
1.0.0,2026-08-05 03:18:56.649,177,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:56.474,11.13,1,,,,,,,,
1.0.0,2026-08-05 03:18:57.202,181,49.29,0,1,0.1936,9.42,0.73,1.44,76.16,93,166.52,93,26,8.77,113.09,12,17.26,381.8,0.156,1.156,0,,,,0,,12.0,51,11,2040,2589.024256,25.522
1.0.0,2026-08-05 03:18:58.249,182,49.2,0,1,0.2106,7.1,0.55,1.36,59.22,83,171.6,83,25,6.55,85.14,12,16.32,338.83,0.188,1.047,1,,,,0,,13.4,51,5,2040,2589.024256,25.385
1.0.0,2026-08-05 03:18:58.609,180,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:58.451,3.49,1,,,,,,,,
1.0.0,2026-08-05 03:18:59.347,179,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:18:59.185,8.05,1,,,,,,,,
1.0.0,2026-08-05 03:18:59.398,183,49.14,0,1,0.1247,7.22,0.47,1.25,97.95,92,129.5,92,33,5.59,86.61,12,14.99,334.64,0.156,1.156,1,,,,0,,15.9,51,5,2040,2589.024256,25.332
1.0.0,2026-08-05 03:19:00.656,184,49.34,0,1,0.2006,13.2,0.49,1.29,70.81,102,159.97,102,26,5.89,158.38,12,15.52,410.57,0.156,1.25,1,,,,0,,14.8,52,20,2040,2589.024256,25.255
1.0.0,2026-08-05 03:19:00.809,182,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:00.649,6.64,1,,,,,,,,
1.0.0,2026-08-05 03:19:01.434,181,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:01.273,7.71,1,,,,,,,,
1.0.0,2026-08-05 03:19:01.937,185,49.16,0,1,0.1931,7.26,0.5,1.25,67.17,101,150.79,101,27,6.0,87.12,12,14.95,326.03,0.14,1.281,0,,,,0,,16.2,51,4,2040,2589.024256,25.146
1.0.0,2026-08-05 03:19:01.958,183,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:01.798,5.16,1,,,,,,,,
1.0.0,2026-08-05 03:19:02.994,186,49.47,0,1,0.169,7.62,0.45,1.2,61.69,85,140.23,85,26,5.46,91.44,12,14.43,313.25,0.188,1.063,1,,,,0,,14.9,51,4,2040,2589.024256,25.13
1.0.0,2026-08-05 03:19:03.220,184,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:03.056,10.37,1,,,,,,,,
1.0.0,2026-08-05 03:19:04.203,187,54.24,0,1,0.1977,7.86,0.55,1.25,68.75,97,179.59,95,27,6.59,94.37,12,15.02,364.32,0.187,1.203,1,,,,0,,15.1,51,2,2040,2589.024256,25.156
1.0.0,2026-08-05 03:19:05.199,188,49.22,0,1,0.1854,5.72,0.63,1.2,54.72,80,132.38,82,28,7.53,68.59,12,14.4,277.62,0.156,1.0,0,,,,0,,15.0,51,5,2040,2589.024256,25.571
1.0.0,2026-08-05 03:19:05.558,186,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:05.394,11.08,1,,,,,,,,
1.0.0,2026-08-05 03:19:06.174,185,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:06.008,11.45,1,,,,,,,,
1.0.0,2026-08-05 03:19:06.604,189,49.09,0,1,0.2413,7.79,0.58,1.34,85.58,112,174.35,112,22,6.93,93.52,12,16.07,376.45,0.156,1.406,1,,,,0,,15.2,52,10,2040,2589.024256,25.216
1.0.0,2026-08-05 03:19:06.768,187,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:06.603,11.75,1,,,,,,,,
1.0.0,2026-08-05 03:19:07.902,190,49.29,0,1,0.208,15.71,0.77,1.4,89.11,104,213.28,104,24,9.22,188.56,12,16.81,516.98,0.156,1.297,0,,,,0,,14.3,51,5,2040,2589.024256,24.761
1.0.0,2026-08-05 03:19:08.855,191,49.16,0,1,0.2255,11.55,0.58,1.24,53.39,77,132.09,77,22,6.96,138.6,12,14.87,345.91,0.156,0.953,1,,,,0,,14.1,51,5,2040,2589.024256,25.501
1.0.0,2026-08-05 03:19:09.163,189,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:09.004,4.39,1,,,,,,,,
1.0.0,2026-08-05 03:19:09.440,188,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:09.270,16.58,1,,,,,,,,
1.0.0,2026-08-05 03:19:10.001,192,49.24,0,1,0.1938,11.48,0.74,1.43,97.61,90,190.75,90,28,8.86,137.75,12,17.17,452.14,0.156,1.141,0,,,,0,,17.6,51,5,2040,2589.024256,25.728
1.0.0,2026-08-05 03:19:11.050,193,49.36,0,1,0.2102,11.62,0.51,1.43,58.75,84,138.1,84,25,6.16,139.45,12,17.11,359.57,0.188,1.047,1,,,,0,,14.1,51,5,2040,2589.024256,25.557
1.0.0,2026-08-05 03:19:11.462,191,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:11.255,20.96,1,,,,,,,,
1.0.0,2026-08-05 03:19:12.138,190,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:11.973,10.87,1,,,,,,,,
1.0.0,2026-08-05 03:19:12.251,194,49.12,0,1,0.1246,6.82,0.7,1.2,75.42,97,135.83,97,32,8.45,81.81,12,14.39,315.9,0.203,1.203,1,,,,0,,15.1,51,11,2040,2589.024256,25.65
