schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],capture_sum[ms],capture_frames[n],hsv_sum[ms],hsv_frames[n],visible_frames[n],preproc_sum[ms],infer_sum[ms],infer_count[n],postproc_sum[ms],total_per_fruit[ms],visible_dur[s],cycle_dur[s],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,yolo_no_det_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-08-05 02:57:16.830,68,49.29,0,1,0.1927,6.49,0.55,1.41,63.95,94,640.77,93,28,6.64,77.88,12,16.97,806.21,0.187,1.156,0,,,,0,,18.7,54,7,2040,2369.503232,37.881
1.0.0,2026-08-05 02:57:17.825,69,48.99,0,1,0.21,6.7,0.57,1.33,60.74,79,566.5,80,24,6.9,80.41,12,16.02,730.57,0.187,1.0,1,,,,0,,21.5,54,17,2040,2403.581952,37.992
1.0.0,2026-08-05 02:57:18.228,67,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:18.067,2.41,1,,,,,,,,
1.0.0,2026-08-05 02:57:18.848,66,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:18.687,9.72,1,,,,,,,,
1.0.0,2026-08-05 02:57:18.965,70,49.27,0,1,0.1236,6.3,0.57,1.4,71.14,91,494.02,91,32,6.89,75.57,12,16.81,664.43,0.141,1.141,1,,,,0,,20.4,54,16,2040,2403.581952,37.936
1.0.0,2026-08-05 02:57:20.267,71,49.22,0,1,0.2012,6.79,0.58,1.3,76.59,104,596.94,104,26,6.93,81.44,12,15.61,777.51,0.188,1.297,1,,,,0,,19.5,54,16,2040,2369.503232,37.891
1.0.0,2026-08-05 02:57:20.388,69,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:20.225,5.81,1,,,,,,,,
1.0.0,2026-08-05 02:57:21.061,68,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:20.902,3.8,1,,,,,,,,
1.0.0,2026-08-05 02:57:21.529,72,48.99,0,1,0.1933,6.34,0.59,1.47,74.56,102,614.85,102,29,7.03,76.13,12,17.59,790.16,0.156,1.265,0,,,,0,,17.5,54,19,2040,2403.581952,37.546
1.0.0,2026-08-05 02:57:21.531,70,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:21.366,7.4,1,,,,,,,,
1.0.0,2026-08-05 02:57:22.577,73,49.19,0,1,0.1686,6.04,0.56,1.36,62.95,83,535.55,83,29,6.75,72.45,12,16.32,694.02,0.156,1.047,1,,,,0,,19.3,54,9,2040,2369.503232,38.084
1.0.0,2026-08-05 02:57:22.824,71,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:22.667,2.79,1,,,,,,,,
1.0.0,2026-08-05 02:57:23.780,74,38.84,0,1,0.1949,6.23,0.61,1.31,73.89,97,625.95,97,28,7.38,74.72,12,15.74,797.68,0.203,1.203,1,,,,0,,19.8,54,9,2040,2403.581952,37.892
1.0.0,2026-08-05 02:57:24.926,75,49.35,0,1,0.188,6.48,0.55,1.24,68.75,91,605.95,91,28,6.62,77.73,12,14.89,773.94,0.156,1.141,0,,,,0,,20.0,54,15,2040,2403.581952,38.068
1.0.0,2026-08-05 02:57:25.140,73,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:24.977,6.35,1,,,,,,,,
1.0.0,2026-08-05 02:57:25.765,72,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:25.601,7.88,1,,,,,,,,
1.0.0,2026-08-05 02:57:26.175,76,49.2,0,1,0.2383,6.59,0.61,1.35,73.42,100,718.27,100,25,7.33,79.08,12,16.16,894.26,0.156,1.25,1,,,,0,,17.9,54,16,2040,2369.503232,37.953
1.0.0,2026-08-05 02:57:26.342,74,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:26.180,3.98,1,,,,,,,,
1.0.0,2026-08-05 02:57:27.429,77,49.32,0,1,0.1997,8.38,0.69,1.41,77.54,101,613.53,100,26,8.24,100.57,12,16.89,816.77,0.203,1.25,0,,,,0,,19.5,54,22,2040,2369.503232,37.861
1.0.0,2026-08-05 02:57:28.466,78,49.48,0,1,0.2239,13.17,0.72,1.37,61.85,82,588.51,83,22,8.69,158.04,12,16.38,833.47,0.141,1.047,1,,,,0,,20.1,54,14,2040,2403.581952,38.17
1.0.0,2026-08-05 02:57:28.739,76,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:28.575,5.94,1,,,,,,,,
1.0.0,2026-08-05 02:57:29.163,75,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:28.997,7.88,1,,,,,,,,
1.0.0,2026-08-05 02:57:29.628,79,49.24,0,1,0.1928,6.83,0.64,1.41,63.72,93,660.17,93,26,7.74,81.95,12,16.94,830.52,0.141,1.156,0,,,,0,,19.5,54,9,2040,2403.581952,37.931
1.0.0,2026-08-05 02:57:30.677,80,49.24,0,1,0.2106,7.04,0.53,1.35,64.61,84,645.73,84,24,6.35,84.42,12,16.17,817.28,0.172,1.047,1,,,,0,,18.9,54,8,2040,2369.503232,38.053
1.0.0,2026-08-05 02:57:31.037,78,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:30.867,11.87,1,,,,,,,,
1.0.0,2026-08-05 02:57:31.663,77,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:31.501,5.76,1,,,,,,,,
1.0.0,2026-08-05 02:57:31.827,81,49.23,0,1,0.1231,6.87,0.7,1.41,69.08,92,495.32,92,33,8.43,82.38,12,16.95,672.16,0.156,1.156,1,,,,0,,16.7,54,9,2040,2403.581952,37.899
1.0.0,2026-08-05 02:57:33.076,82,49.27,0,1,0.2004,6.71,0.55,1.35,73.24,100,625.43,100,28,6.58,80.58,12,16.24,802.07,0.156,1.25,1,,,,0,,21.8,54,17,2040,2403.581952,38.09
1.0.0,2026-08-05 02:57:33.284,80,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:33.077,42.82,1,,,,,,,,
1.0.0,2026-08-05 02:57:33.865,79,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:33.699,11.86,1,,,,,,,,
1.0.0,2026-08-05 02:57:34.366,83,49.23,0,1,0.1935,6.63,0.59,1.31,78.73,103,723.63,103,28,7.11,79.53,12,15.71,904.71,0.187,1.281,0,,,,0,,22.1,54,20,2040,2369.503232,38.016
1.0.0,2026-08-05 02:57:34.392,81,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:34.227,9.86,1,,,,,,,,
1.0.0,2026-08-05 02:57:35.426,84,49.1,0,1,0.1685,6.01,0.52,1.28,66.37,85,574.29,85,28,6.21,72.16,12,15.33,734.36,0.188,1.063,1,,,,0,,19.6,54,18,2040,2369.503232,38.083
1.0.0,2026-08-05 02:57:35.645,82,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:35.477,12.73,1,,,,,,,,
1.0.0,2026-08-05 02:57:36.576,85,49.15,0,1,0.1953,6.65,0.62,1.27,72.12,92,590.25,92,27,7.48,79.8,12,15.22,764.87,0.156,1.156,1,,,,0,,19.2,54,8,2040,2369.503232,37.784
1.0.0,2026-08-05 02:57:37.716,86,49.3,0,1,0.1881,7.09,0.56,1.29,68.37,91,572.53,91,28,6.72,85.08,12,15.5,748.2,0.141,1.141,0,,,,0,,19.4,54,8,2040,2369.503232,38.077
1.0.0,2026-08-05 02:57:37.985,84,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:37.826,2.01,1,,,,,,,,
1.0.0,2026-08-05 02:57:38.598,83,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:38.438,2.01,1,,,,,,,,
1.0.0,2026-08-05 02:57:38.966,87,48.94,0,1,0.2378,7.37,0.59,1.45,73.76,100,659.07,100,24,7.1,88.46,12,17.43,845.82,0.141,1.25,1,,,,0,,21.5,54,11,2040,2369.503232,38.111
1.0.0,2026-08-05 02:57:39.140,85,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:38.976,9.02,1,,,,,,,,
1.0.0,2026-08-05 02:57:40.268,88,49.29,0,1,0.1937,6.18,0.58,1.39,77.46,104,612.83,104,28,6.93,74.15,12,16.73,788.1,0.188,1.297,0,,,,0,,19.1,54,16,2040,2369.503232,38.08
1.0.0,2026-08-05 02:57:41.281,89,49.0,0,1,0.2241,6.15,0.51,1.21,59.9,82,617.94,82,21,6.08,73.81,12,14.55,772.28,0.156,1.015,1,,,,0,,17.5,54,8,2040,2403.581952,37.839
1.0.0,2026-08-05 02:57:41.532,87,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:41.366,9.1,1,,,,,,,,
1.0.0,2026-08-05 02:57:41.955,86,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:41.787,12.92,1,,,,,,,,
1.0.0,2026-08-05 02:57:42.428,90,49.17,0,1,0.1929,6.65,0.65,1.54,62.65,91,597.75,91,28,7.75,79.85,12,18.5,766.5,0.141,1.141,0,,,,0,,19.0,54,19,2040,2369.503232,37.541
1.0.0,2026-08-05 02:57:43.466,91,49.09,0,1,0.2104,6.2,0.54,1.47,75.31,83,568.06,83,25,6.51,74.43,12,17.62,741.93,0.188,1.047,1,,,,0,,19.4,54,18,2040,2403.581952,38.17
1.0.0,2026-08-05 02:57:43.852,89,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:43.681,14.88,1,,,,,,,,
1.0.0,2026-08-05 02:57:44.506,88,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:44.339,10.59,1,,,,,,,,
1.0.0,2026-08-05 02:57:44.625,92,46.18,0,1,0.1242,6.95,0.63,1.28,69.21,93,476.16,93,33,7.53,83.39,12,15.38,651.67,0.156,1.156,1,,,,0,,17.7,54,11,2040,2369.503232,37.209
1.0.0,2026-08-05 02:57:45.876,93,49.15,0,1,0.2006,6.78,0.57,1.29,74.12,100,636.22,100,28,6.78,81.3,12,15.46,813.88,0.156,1.25,1,,,,0,,15.0,54,8,2040,2369.503232,38.11
1.0.0,2026-08-05 02:57:46.025,91,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:45.866,4.51,1,,,,,,,,
1.0.0,2026-08-05 02:57:46.666,90,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:46.499,10.87,1,,,,,,,,
1.0.0,2026-08-05 02:57:47.188,94,49.25,0,1,0.1932,8.35,3.47,1.4,82.36,106,640.63,106,26,41.6,100.22,12,16.79,881.6,0.171,1.312,0,,,,0,,18.3,54,16,2040,2403.581952,38.058
1.0.0,2026-08-05 02:57:47.199,92,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:47.026,15.1,1,,,,,,,,
1.0.0,2026-08-05 02:57:48.216,95,49.22,0,1,0.1686,7.59,0.66,1.4,62.14,81,522.01,81,28,7.87,91.02,12,16.76,699.8,0.188,1.032,1,,,,0,,18.5,54,16,2040,2403.581952,38.138
1.0.0,2026-08-05 02:57:48.439,93,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:48.276,8.17,1,,,,,,,,
1.0.0,2026-08-05 02:57:49.426,96,49.34,0,1,0.1949,6.02,0.48,1.29,70.27,97,584.31,97,26,5.78,72.22,12,15.48,748.06,0.188,1.203,1,,,,0,,18.2,54,17,2040,2403.581952,38.041
1.0.0,2026-08-05 02:57:50.530,97,49.26,0,1,0.1885,6.16,0.67,1.35,68.92,89,614.42,89,27,8.08,73.95,12,16.21,781.58,0.156,1.109,0,,,,0,,18.3,54,22,2040,2369.503232,37.957
1.0.0,2026-08-05 02:57:50.816,95,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:50.617,8.1,1,,,,,,,,
1.0.0,2026-08-05 02:57:51.423,94,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:51.260,7.94,1,,,,,,,,
1.0.0,2026-08-05 02:57:51.862,98,49.21,0,1,0.2374,6.25,0.57,1.33,75.96,103,679.05,103,22,6.89,74.96,12,15.9,852.76,0.156,1.297,1,,,,0,,17.6,54,8,2040,2403.581952,37.966
1.0.0,2026-08-05 02:57:52.016,96,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:51.826,33.52,1,,,,,,,,
1.0.0,2026-08-05 02:57:53.031,99,49.25,0,1,0.1945,5.99,0.62,1.33,110.88,97,632.73,97,28,7.47,71.85,12,15.94,838.87,0.156,1.203,0,,,,0,,18.3,54,15,2040,2403.581952,38.359
1.0.0,2026-08-05 02:57:54.076,100,49.28,0,1,0.2239,6.47,0.55,1.29,60.65,83,618.58,83,23,6.55,77.62,12,15.54,778.94,0.141,1.047,1,,,,0,,18.7,55,17,2040,2369.503232,38.082
1.0.0,2026-08-05 02:57:54.430,98,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:54.262,13.48,1,,,,,,,,
1.0.0,2026-08-05 02:57:54.769,97,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:54.603,12.94,1,,,,,,,,
1.0.0,2026-08-05 02:57:55.217,101,48.95,0,1,0.193,6.89,0.6,1.4,65.67,91,579.65,91,26,7.23,82.68,12,16.83,752.06,0.141,1.141,0,,,,0,,16.1,55,15,2040,2369.503232,38.064
1.0.0,2026-08-05 02:57:56.280,102,48.83,0,1,0.2104,6.45,0.5,1.45,66.51,86,569.41,86,26,6.05,77.45,12,17.35,736.77,0.203,1.062,1,,,,0,,17.6,55,16,2040,2369.503232,38.156
1.0.0,2026-08-05 02:57:56.647,100,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:56.477,12.95,1,,,,,,,,
1.0.0,2026-08-05 02:57:57.266,99,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:57.103,9.23,1,,,,,,,,
1.0.0,2026-08-05 02:57:57.437,103,49.13,0,1,0.1239,7.65,0.63,1.54,68.42,93,490.91,93,33,7.59,91.83,12,18.53,677.28,0.125,1.156,1,,,,0,,21.3,55,22,2040,2403.581952,38.138
1.0.0,2026-08-05 02:57:58.687,104,49.2,0,1,0.201,12.77,3.46,1.46,77.37,100,625.07,100,27,41.52,153.25,12,17.56,914.77,0.171,1.25,1,,,,0,,23.1,54,9,2040,2403.581952,37.709
1.0.0,2026-08-05 02:57:58.842,102,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:58.681,4.75,1,,,,,,,,
1.0.0,2026-08-05 02:57:59.454,101,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:59.288,6.83,1,,,,,,,,
1.0.0,2026-08-05 02:57:59.967,105,49.3,0,1,0.1933,6.72,0.59,1.48,75.74,101,649.12,101,28,7.02,80.64,12,17.71,830.23,0.141,1.282,0,,,,0,,18.2,55,8,2040,2403.581952,38.27
1.0.0,2026-08-05 02:58:00.005,103,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:57:59.838,8.07,1,,,,,,,,
1.0.0,2026-08-05 02:58:01.029,106,49.19,0,1,0.1686,6.84,0.56,1.3,70.5,86,564.16,86,28,6.75,82.11,12,15.55,739.07,0.156,1.062,1,,,,0,,18.2,55,16,2040,2403.581952,38.194
1.0.0,2026-08-05 02:58:01.252,104,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:01.087,10.0,1,,,,,,,,
1.0.0,2026-08-05 02:58:02.216,107,49.46,0,1,0.1945,6.42,0.62,1.28,101.44,94,574.75,94,30,7.45,77.07,12,15.34,776.05,0.188,1.188,1,,,,0,,20.5,55,16,2040,2369.503232,38.118
1.0.0,2026-08-05 02:58:03.376,108,51.3,0,1,0.1883,6.46,0.51,1.39,71.7,93,570.7,93,28,6.07,77.47,12,16.7,742.64,0.188,1.156,0,,,,0,,19.6,55,16,2040,2403.581952,38.116
1.0.0,2026-08-05 02:58:03.597,106,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:03.430,9.12,1,,,,,,,,
1.0.0,2026-08-05 02:58:04.203,105,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:04.038,5.99,1,,,,,,,,
1.0.0,2026-08-05 02:58:04.627,109,49.27,0,1,0.2377,5.87,0.59,1.35,80.03,100,674.19,100,22,7.07,70.44,12,16.14,847.87,0.156,1.25,1,,,,0,,15.9,55,18,2040,2403.581952,37.644
1.0.0,2026-08-05 02:58:04.784,107,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:04.616,10.84,1,,,,,,,,
1.0.0,2026-08-05 02:58:05.866,110,48.86,0,1,0.2022,6.06,0.64,1.42,67.7,99,589.49,99,26,7.66,72.77,12,17.02,754.64,0.187,1.234,0,,,,0,,17.3,55,8,2040,2369.503232,38.262
1.0.0,2026-08-05 02:58:06.916,111,49.14,0,1,0.2241,6.42,0.62,1.35,63.11,84,595.26,84,23,7.4,77.06,12,16.14,758.97,0.187,1.063,1,,,,0,,19.0,55,17,2040,2403.581952,38.282
1.0.0,2026-08-05 02:58:07.188,109,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:07.026,4.05,1,,,,,,,,
1.0.0,2026-08-05 02:58:07.613,108,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:07.446,12.72,1,,,,,,,,
1.0.0,2026-08-05 02:58:08.078,112,49.26,0,1,0.1931,12.15,0.69,4.62,69.06,93,585.16,93,28,8.28,145.83,12,55.38,863.71,0.156,1.156,0,,,,0,,19.6,55,17,2040,2403.581952,38.17
1.0.0,2026-08-05 02:58:09.076,113,49.17,0,1,0.211,9.87,0.52,1.31,58.61,80,597.7,80,24,6.19,118.42,12,15.67,796.59,0.156,1.0,1,,,,0,,17.6,55,16,2040,2369.503232,38.15
1.0.0,2026-08-05 02:58:09.489,111,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:09.316,14.83,1,,,,,,,,
1.0.0,2026-08-05 02:58:10.110,110,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:09.938,15.68,1,,,,,,,,
1.0.0,2026-08-05 02:58:10.282,114,49.17,0,1,0.1233,6.15,0.66,1.38,67.37,97,464.26,97,32,7.89,73.77,12,16.59,629.88,0.172,1.203,1,,,,0,,17.4,55,16,2040,2403.581952,38.061
1.0.0,2026-08-05 02:58:11.530,115,49.11,0,1,0.2004,6.4,0.62,1.35,103.29,100,608.43,100,28,7.44,76.81,12,16.24,812.21,0.156,1.25,1,,,,0,,19.1,55,17,2040,2403.581952,37.888
1.0.0,2026-08-05 02:58:11.638,113,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:11.475,6.36,1,,,,,,,,
1.0.0,2026-08-05 02:58:12.311,112,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:12.149,4.67,1,,,,,,,,
1.0.0,2026-08-05 02:58:12.816,116,48.55,0,1,0.1935,5.93,0.58,1.37,77.24,102,660.5,102,27,7.01,71.2,12,16.47,832.42,0.187,1.281,0,,,,0,,20.1,55,10,2040,2386.542592,37.659
1.0.0,2026-08-05 02:58:12.873,114,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:12.682,38.91,1,,,,,,,,
1.0.0,2026-08-05 02:58:13.825,117,38.44,0,1,0.1687,5.79,0.52,1.22,60.74,81,528.59,81,29,6.25,69.48,12,14.67,679.73,0.156,1.016,1,,,,0,,19.9,55,12,2040,2403.581952,38.337
1.0.0,2026-08-05 02:58:14.094,115,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:13.930,6.19,1,,,,,,,,
1.0.0,2026-08-05 02:58:15.031,118,49.23,0,1,0.1952,7.21,0.65,1.44,66.46,97,643.42,97,28,7.85,86.5,12,17.25,821.48,0.156,1.203,1,,,,0,,19.1,55,10,2040,2403.581952,38.073
1.0.0,2026-08-05 02:58:16.177,119,49.11,0,1,0.1882,6.89,0.56,1.3,67.63,91,602.89,91,27,6.7,82.7,12,15.64,775.56,0.156,1.141,0,,,,0,,20.0,55,16,2040,2369.503232,38.113
1.0.0,2026-08-05 02:58:16.387,117,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:16.225,4.3,1,,,,,,,,
1.0.0,2026-08-05 02:58:17.045,116,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:16.888,4.19,1,,,,,,,,
1.0.0,2026-08-05 02:58:17.466,120,49.02,0,1,0.2376,7.69,0.59,1.43,78.73,103,668.05,103,24,7.05,92.31,12,17.16,863.3,0.203,1.297,1,,,,0,,19.8,55,24,2040,2403.581952,38.199
1.0.0,2026-08-05 02:58:17.596,118,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:17.431,7.2,1,,,,,,,,
1.0.0,2026-08-05 02:58:18.721,121,48.99,0,1,0.2026,6.47,0.54,1.33,72.79,100,602.54,100,26,6.54,77.67,12,15.93,775.47,0.203,1.25,0,,,,0,,18.7,55,8,2040,2403.581952,37.998
1.0.0,2026-08-05 02:58:19.731,122,49.29,0,1,0.2239,6.49,0.48,1.26,60.21,82,622.42,82,21,5.78,77.86,12,15.18,781.45,0.156,1.015,1,,,,0,,18.8,55,8,2040,2369.503232,38.311
1.0.0,2026-08-05 02:58:20.026,120,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:19.866,4.42,1,,,,,,,,
1.0.0,2026-08-05 02:58:20.414,119,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:20.248,10.61,1,,,,,,,,
1.0.0,2026-08-05 02:58:20.879,123,49.14,0,1,0.1928,6.62,0.61,1.46,65.87,92,647.18,91,27,7.38,79.44,12,17.48,817.35,0.141,1.141,0,,,,0,,19.0,55,7,2040,2369.503232,38.09
1.0.0,2026-08-05 02:58:21.926,124,49.31,0,1,0.2106,5.91,0.53,1.23,95.6,83,577.61,84,25,6.37,70.94,12,14.74,765.26,0.203,1.047,1,,,,0,,20.2,55,18,2040,2403.581952,38.25
1.0.0,2026-08-05 02:58:22.301,122,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:22.131,13.91,1,,,,,,,,
1.0.0,2026-08-05 02:58:22.956,121,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:22.793,4.72,1,,,,,,,,
1.0.0,2026-08-05 02:58:23.076,125,49.28,0,1,0.1238,5.68,0.62,1.37,64.49,92,463.82,92,33,7.42,68.17,12,16.41,620.31,0.156,1.156,1,,,,0,,19.1,55,18,2040,2369.503232,38.091
1.0.0,2026-08-05 02:58:24.327,126,49.26,0,1,0.2007,7.17,0.54,1.27,110.43,100,629.87,100,28,6.44,86.09,12,15.28,848.11,0.156,1.25,1,,,,0,,17.5,55,16,2040,2403.581952,38.168
1.0.0,2026-08-05 02:58:24.498,124,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:24.327,15.22,1,,,,,,,,
1.0.0,2026-08-05 02:58:25.108,123,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:24.951,1.56,1,,,,,,,,
1.0.0,2026-08-05 02:58:25.631,127,49.17,0,1,0.1934,6.06,0.52,1.37,80.44,105,623.49,104,28,6.24,72.69,12,16.46,799.32,0.156,1.297,0,,,,0,,18.9,55,17,2040,2369.503232,37.654
1.0.0,2026-08-05 02:58:25.636,125,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:25.476,4.99,1,,,,,,,,
1.0.0,2026-08-05 02:58:26.676,128,49.34,0,1,0.1685,5.93,0.55,1.28,61.61,83,572.85,84,28,6.57,71.16,12,15.38,727.57,0.188,1.047,1,,,,0,,18.8,55,9,2040,2369.503232,38.399
1.0.0,2026-08-05 02:58:26.898,126,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:26.728,13.13,1,,,,,,,,
1.0.0,2026-08-05 02:58:27.826,129,49.16,0,1,0.1941,10.55,3.21,1.28,67.04,92,610.09,92,27,38.46,126.63,12,15.37,857.59,0.156,1.156,1,,,,0,,17.8,55,7,2040,2403.581952,38.185
1.0.0,2026-08-05 02:58:28.966,130,49.01,0,1,0.1883,9.66,0.77,1.42,67.97,91,652.83,91,27,9.26,115.89,12,17.01,862.96,0.141,1.141,0,,,,0,,16.6,55,11,2040,2369.503232,38.288
1.0.0,2026-08-05 02:58:29.234,128,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:29.077,3.76,1,,,,,,,,
1.0.0,2026-08-05 02:58:29.857,127,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:29.702,1.68,1,,,,,,,,
1.0.0,2026-08-05 02:58:30.282,131,48.92,0,1,0.2374,6.1,0.57,1.38,80.17,106,715.38,106,23,6.78,73.2,12,16.5,892.03,0.156,1.312,1,,,,0,,20.3,55,16,2040,2403.581952,38.223
1.0.0,2026-08-05 02:58:30.385,129,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:30.226,2.27,1,,,,,,,,
1.0.0,2026-08-05 02:58:31.569,132,39.08,0,1,0.2011,6.45,0.56,1.52,78.34,102,630.25,102,25,6.7,77.43,12,18.29,811.01,0.234,1.281,0,,,,0,,18.2,55,23,2040,2369.503232,37.962
1.0.0,2026-08-05 02:58:32.540,133,59.61,0,1,0.224,6.01,0.6,1.32,65.05,79,561.95,76,22,7.16,72.11,12,15.88,722.15,0.156,0.969,1,,,,0,,18.4,55,16,2040,2403.581952,38.636
1.0.0,2026-08-05 02:58:32.847,131,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:32.682,6.87,1,,,,,,,,
1.0.0,2026-08-05 02:58:33.203,130,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:33.038,12.79,1,,,,,,,,
1.0.0,2026-08-05 02:58:33.676,134,48.17,0,1,0.1931,7.34,0.67,1.52,66.38,90,576.46,93,27,7.98,88.03,12,18.21,757.06,0.156,1.141,0,,,,0,,16.2,55,10,2040,2369.503232,38.141
1.0.0,2026-08-05 02:58:34.715,135,46.91,0,1,0.2105,6.31,0.63,1.41,59.46,83,573.22,83,25,7.59,75.7,12,16.91,732.88,0.188,1.047,1,,,,0,,17.3,55,7,2040,2403.581952,38.223
1.0.0,2026-08-05 02:58:35.107,133,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:34.940,11.04,1,,,,,,,,
1.0.0,2026-08-05 02:58:35.826,132,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:35.642,30.89,1,,,,,,,,
1.0.0,2026-08-05 02:58:35.877,136,49.13,0,1,0.1239,5.83,0.68,1.48,69.59,93,496.14,93,32,8.18,69.91,12,17.72,661.54,0.156,1.156,1,,,,0,,24.0,55,9,2040,2369.503232,38.127
1.0.0,2026-08-05 02:58:37.125,137,49.24,0,1,0.2008,6.47,0.68,1.41,72.38,100,706.58,100,27,8.2,77.69,12,16.97,881.82,0.156,1.25,1,,,,0,,24.5,55,18,2040,2403.581952,38.251
1.0.0,2026-08-05 02:58:37.278,135,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:37.116,5.29,1,,,,,,,,
1.0.0,2026-08-05 02:58:37.922,134,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:37.747,17.85,1,,,,,,,,
1.0.0,2026-08-05 02:58:38.426,138,49.26,0,1,0.1934,6.93,0.69,1.42,71.18,104,651.23,104,28,8.27,83.1,12,17.05,830.83,0.156,1.297,0,,,,0,,20.0,55,22,2040,2369.503232,38.238
1.0.0,2026-08-05 02:58:38.449,136,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:38.278,15.0,1,,,,,,,,
1.0.0,2026-08-05 02:58:39.466,139,49.03,0,1,0.1685,8.0,0.59,1.32,60.95,83,604.67,83,28,7.08,96.05,12,15.87,784.62,0.157,1.047,1,,,,0,,19.7,55,18,2040,2403.581952,38.443
1.0.0,2026-08-05 02:58:39.686,137,,,,,,,,,,,,,,,,,,,,,2026-08-05 02:58:39.525,2.95,1,,,,,,,,
